"id","time","earnings","age","agesq","school","ethblack","urban","regne","regnc","regw","regs","asvabc"
715,0,8.56857013702393,21,441,10,0,1,0,1,0,0,42.75
716,0,8.56857013702393,19,361,12,0,1,0,1,0,0,40.25
718,0,10.4726982116699,20,400,12,0,1,0,1,0,0,55.5
719,0,8.56857013702393,21,441,12,0,1,0,1,0,0,34.75
729,0,18.5652389526367,21,441,12,0,1,0,1,0,0,58.25
730,0,9.13980865478516,19,361,12,0,0,0,1,0,0,56
731,0,9.29213619232178,22,484,12,0,0,0,1,0,0,54.5
732,0,8.09253883361816,20,400,12,0,0,0,1,0,0,53
738,0,18.1844120025635,22,484,12,0,0,0,1,0,0,52
739,0,5.71238040924072,21,441,12,0,0,0,1,0,0,47.5
745,0,10.4726982116699,23,529,12,1,1,0,1,0,0,47
767,0,5.94087600708008,17,289,9,0,1,0,1,0,0,39.75
772,0,13.7287559509277,20,400,12,0,1,0,1,0,0,53.25
785,0,7.61650705337524,23,529,12,0,1,0,1,0,0,46.25
787,0,6.1884126663208,18,324,12,0,1,0,1,0,0,39.5
788,0,12.3387413024902,21,441,16,0,1,0,1,0,0,51
789,0,2.85619020462036,20,400,12,0,1,0,1,0,0,48.75
800,0,9.04460144042969,19,361,12,0,1,0,1,0,0,45.5
805,0,7.92116737365723,22,484,12,0,1,0,1,0,0,43.25
806,0,19.0412673950195,18,324,12,0,1,0,1,0,0,38.75
814,0,8.45432281494141,21,441,12,0,1,0,1,0,0,44.5
834,0,6.66444206237793,20,400,12,1,1,0,1,0,0,38.75
837,0,11.9388742446899,22,484,12,1,1,0,1,0,0,40.5
839,0,23.0780124664307,20,400,12,1,1,0,1,0,0,33.75
851,0,11.9007921218872,20,400,12,0,1,0,1,0,0,53.25
853,0,10.7583169937134,21,441,12,0,1,0,1,0,0,62.75
855,0,6.6263599395752,21,441,12,0,1,0,1,0,0,56.25
856,0,8.7780237197876,19,361,13,0,0,0,0,0,1,58.75
859,0,7.80691909790039,19,361,12,0,1,0,1,0,0,42.25
863,0,7.3118462562561,20,400,12,0,1,0,1,0,0,50.5
865,0,18.3748188018799,20,400,12,0,1,0,1,0,0,53.75
869,0,6.91198062896729,18,324,12,0,1,0,1,0,0,53.25
872,0,9.34926128387451,19,361,12,0,1,0,1,0,0,56
888,0,8.47336483001709,21,441,12,0,1,0,1,0,0,43.25
891,0,11.4247608184814,19,361,12,0,1,0,1,0,0,53.5
893,0,7.67363119125366,20,400,12,0,1,0,1,0,0,47
899,0,4.2271614074707,22,484,15,0,1,0,1,0,0,61
912,0,5.48388481140137,22,484,16,0,1,0,1,0,0,61.5
919,0,6.66444206237793,20,400,12,0,1,0,1,0,0,50
922,0,9.99666404724121,19,361,12,0,1,0,1,0,0,52.25
923,0,7.90212392807007,18,324,12,0,1,0,1,0,0,39
925,0,16.4706974029541,22,484,16,0,1,0,1,0,0,60
927,0,15.5567111968994,23,529,14,0,1,0,1,0,0,62.5
935,0,10.9487295150757,21,441,12,0,1,0,1,0,0,48.5
941,0,9.82529163360596,21,441,13,0,1,0,1,0,0,49
943,0,8.56857013702393,21,441,13,0,1,0,1,0,0,43
947,0,17.1371402740479,22,484,13,0,1,0,1,0,0,59.75
955,0,11.4247608184814,21,441,12,0,1,0,1,0,0,50.75
962,0,7.14047527313232,18,324,12,0,1,0,1,0,0,54
965,0,8.89227199554443,22,484,12,0,1,0,1,0,0,40
968,0,7.3118462562561,19,361,12,0,1,0,1,0,0,52.5
969,0,7.50225782394409,21,441,12,0,1,0,1,0,0,53.5
970,0,25.3820018768311,20,400,12,0,1,0,1,0,0,54.5
979,0,7.61650705337524,20,400,12,0,1,0,1,0,0,48.5
981,0,7.99733114242554,19,361,12,0,1,0,1,0,0,42.25
985,0,6.79773092269897,21,441,12,0,1,0,1,0,0,55
990,0,9.52063369750977,20,400,12,0,1,0,1,0,0,55
996,0,8.56857013702393,19,361,12,0,0,0,1,0,0,43
998,0,5.9599175453186,22,484,12,0,1,0,1,0,0,62.5
1001,0,7.4260950088501,20,400,12,1,0,0,1,0,0,35.5
1007,0,9.52063369750977,22,484,12,0,1,0,1,0,0,56
1008,0,7.4260950088501,21,441,12,0,1,0,0,1,0,45.5
1016,0,7.14047527313232,19,361,12,0,1,0,1,0,0,45.5
1045,0,7.61650705337524,21,441,12,0,1,0,1,0,0,53.75
1060,0,10.7583169937134,20,400,12,0,1,0,1,0,0,48.5
1061,0,13.3288841247559,21,441,12,0,1,0,1,0,0,58.5
1062,0,8.56857013702393,21,441,12,0,0,0,1,0,0,59.75
1063,0,6.56923723220825,19,361,12,0,1,0,1,0,0,52.25
1065,0,8.0734977722168,21,441,12,0,1,0,1,0,0,55.75
1073,0,4.56990432739258,21,441,13,1,1,0,0,0,1,37
1083,0,6.09320545196533,20,400,13,0,1,0,0,0,1,57.5
1084,0,9.52063369750977,23,529,9,0,1,0,0,0,1,39.5
1085,0,9.73008728027344,19,361,12,0,1,0,0,0,1,52.5
1089,0,7.61650705337524,17,289,8,0,0,0,0,0,1,31.25
1091,0,6.28361797332764,22,484,10,0,0,0,0,0,1,50.25
1094,0,10.4726982116699,21,441,12,0,0,0,0,0,1,48
1096,0,8.75898265838623,22,484,11,0,1,0,0,0,1,39
1107,0,10.4726982116699,23,529,12,0,1,0,0,0,1,53
1111,0,12.6624393463135,23,529,12,0,1,0,0,0,1,53
1137,0,9.52063369750977,21,441,13,0,1,0,0,0,1,56
1140,0,3.78921222686768,21,441,16,0,1,0,0,0,1,54
1143,0,6.75965070724487,20,400,14,0,0,0,0,0,1,58
1146,0,5.23634910583496,18,324,12,0,1,0,0,0,1,37.5
1147,0,5.90279245376587,18,324,12,0,1,0,0,0,1,53.75
1156,0,8.22582721710205,22,484,12,1,1,0,0,0,1,53.25
1158,0,8.32103252410889,19,361,14,1,1,0,0,0,1,40.25
1169,0,13.2717618942261,21,441,12,0,1,0,0,0,1,55.25
1170,0,6.7025260925293,18,324,12,0,1,0,0,0,1,47
1172,0,8.09253883361816,20,400,12,0,1,0,0,0,1,55
1180,0,9.13980865478516,21,441,13,0,1,0,0,0,1,41.5
1182,0,5.90279245376587,21,441,16,0,1,0,0,0,1,61.25
1184,0,17.2894706726074,22,484,16,0,1,0,0,0,1,61.75
1190,0,6.74060916900635,20,400,12,1,1,0,0,0,1,40
1204,0,8.7780237197876,18,324,8,0,1,0,0,0,1,31.25
1207,0,6.1884126663208,20,400,13,1,1,0,0,0,1,40.75
1210,0,5.61717414855957,19,361,8,1,1,0,0,0,1,30
1225,0,7.61650705337524,22,484,8,0,1,0,0,0,1,30.25
1232,0,8.56857013702393,22,484,11,0,1,0,0,0,1,58.25
1245,0,8.37815761566162,19,361,12,0,0,0,0,0,1,41
1264,0,5.90279245376587,19,361,12,0,1,0,0,0,1,56.75
1272,0,10.9677696228027,20,400,12,0,1,0,0,0,1,48.25
1275,0,4.8174409866333,21,441,10,0,1,0,0,0,1,30.5
1278,0,4.76031684875488,19,361,12,0,1,0,0,0,1,40.75
1279,0,12.8528566360474,21,441,15,0,1,0,0,0,1,58.25
1311,0,8.32103252410889,22,484,16,0,1,0,0,0,1,52.75
1313,0,2.87523031234741,18,324,12,1,1,0,0,0,1,29.5
1316,0,7.61650705337524,18,324,9,0,0,0,0,0,1,45
1318,0,6.1884126663208,22,484,8,0,0,0,0,0,1,45
1320,0,8.43528079986572,22,484,13,0,0,0,0,0,1,63.75
1327,0,6.28361797332764,18,324,12,0,0,0,0,0,1,51
1328,0,6.66444206237793,18,324,11,0,1,0,0,0,1,35.5
1334,0,17.3465900421143,21,441,12,0,0,0,0,0,1,57.25
1335,0,7.17855787277222,19,361,12,0,0,0,0,0,1,41.75
1337,0,8.70185852050781,22,484,8,0,0,0,0,0,1,36.5
1342,0,8.28295040130615,20,400,9,0,0,0,0,0,1,31
1343,0,5.71238040924072,18,324,9,0,0,0,0,0,1,45
1345,0,8.60665321350098,21,441,12,0,1,0,0,0,1,54.75
1352,0,6.07416391372681,21,441,12,0,1,0,0,0,1,47.25
1357,0,8.91131401062012,23,529,12,0,1,0,0,0,1,34.25
1359,0,8.35911464691162,22,484,14,0,1,0,0,0,1,54
1360,0,7.00718641281128,23,529,12,0,1,0,0,0,1,48.5
1366,0,8.87322902679443,21,441,12,0,1,0,0,0,1,48.25
1369,0,6.66444206237793,19,361,12,0,1,0,0,0,1,51.25
1371,0,8.56857013702393,19,361,12,0,1,0,0,0,1,44.75
1392,0,6.95006370544434,22,484,7,0,0,0,0,0,1,31
1393,0,8.56857013702393,21,441,12,0,0,0,0,0,1,55.25
1394,0,7.3118462562561,20,400,12,0,0,0,0,0,1,56
1420,0,9.52063369750977,17,289,8,0,1,0,0,0,1,49
1428,0,8.91131401062012,20,400,12,0,1,0,0,0,1,55.75
1435,0,7.61650705337524,19,361,12,1,1,0,0,0,1,37.25
1458,0,9.52063369750977,20,400,12,0,1,0,0,0,1,49.5
1462,0,12.9480619430542,22,484,10,0,1,0,0,0,1,51.25
1463,0,7.61650705337524,21,441,12,0,1,0,0,0,1,51.5
1474,0,8.79706382751465,22,484,13,0,1,0,0,0,1,55.25
1477,0,8.56857013702393,21,441,13,0,1,0,0,0,1,54.5
1478,0,10.739275932312,20,400,13,0,1,0,0,0,1,55.75
1481,0,8.68281650543213,22,484,16,1,1,0,0,0,1,53.25
1482,0,5.5790901184082,21,441,12,1,1,0,0,0,1,32
1488,0,8.56857013702393,21,441,12,1,1,0,0,0,1,36
1492,0,9.99666404724121,23,529,13,0,0,0,0,0,1,60
1495,0,8.85418796539307,22,484,12,0,0,0,0,0,1,44.25
1499,0,8.0163745880127,22,484,12,0,0,0,0,0,1,51.75
1507,0,6.51211309432983,18,324,12,0,1,0,0,0,1,50.25
1516,0,7.27376461029053,23,529,12,1,1,0,0,0,1,37.75
1517,0,6.56923723220825,19,361,12,1,1,0,0,0,1,33.75
1520,0,7.92116737365723,23,529,12,1,1,0,0,0,1,34
1527,0,7.33088684082031,23,529,12,1,1,0,0,0,1,31.75
1529,0,5.92183303833008,19,361,12,1,1,0,0,0,1,47
1539,0,6.66444206237793,21,441,12,0,1,0,0,1,0,53.5
1545,0,6.66444206237793,20,400,12,0,1,0,0,1,0,37.25
1550,0,11.9007921218872,20,400,12,0,1,0,0,1,0,55.75
1553,0,9.52063369750977,20,400,12,0,0,0,0,1,0,60.75
1554,0,7.17855787277222,20,400,12,0,1,0,0,0,1,52.75
1568,0,6.95006370544434,19,361,12,0,1,0,0,1,0,55.25
1570,0,7.61650705337524,20,400,12,0,1,0,0,1,0,51
1575,0,8.85418796539307,22,484,14,0,1,0,0,1,0,48.5
1584,0,8.32103252410889,16,256,9,0,1,0,0,1,0,58.75
1594,0,8.30199337005615,22,484,12,0,1,0,0,1,0,51.75
1599,0,7.15951681137085,22,484,12,0,1,0,0,1,0,53.75
1605,0,8.30199337005615,21,441,12,0,1,0,0,1,0,50.25
1607,0,5.90279245376587,22,484,12,0,1,0,0,1,0,55
1609,0,6.09320545196533,23,529,9,0,0,0,0,0,1,52
1622,0,24.7536506652832,21,441,12,0,1,0,0,1,0,56.25
1628,0,7.4260950088501,20,400,12,0,1,0,0,1,0,54.75
1629,0,8.58761119842529,18,324,12,0,1,0,0,1,0,52.25
1638,0,7.74979686737061,20,400,12,0,1,0,0,1,0,58.75
1654,0,9.52063369750977,21,441,11,0,1,0,0,1,0,54.5
1656,0,9.06364059448242,21,441,12,0,1,0,0,1,0,54.25
1657,0,7.14047527313232,19,361,12,0,1,0,0,1,0,60.5
1660,0,12.3768253326416,23,529,11,0,1,0,0,1,0,42
1680,0,8.91131401062012,18,324,12,0,1,0,0,1,0,45
1685,0,6.79773092269897,21,441,12,1,1,0,0,1,0,39.75
1706,0,8.09253883361816,19,361,12,0,1,0,0,1,0,45.25
1725,0,7.84500122070312,18,324,11,0,1,0,0,1,0,37
1730,0,7.14047527313232,22,484,12,0,0,0,0,1,0,57.5
1738,0,18.0892028808594,21,441,14,0,1,0,0,1,0,52.5
1753,0,17.1371402740479,22,484,12,1,1,0,0,1,0,36.75
1781,0,9.52063369750977,21,441,12,0,1,0,0,1,0,55.25
1783,0,7.61650705337524,20,400,12,0,1,0,0,1,0,33.5
1790,0,5.99799823760986,18,324,12,0,1,0,0,1,0,56.25
1800,0,7.61650705337524,20,400,12,0,1,0,0,1,0,62.25
1809,0,11.4247608184814,19,361,12,0,1,0,0,1,0,51
1826,0,7.73075580596924,19,361,12,0,1,0,0,1,0,52.75
1830,0,7.14047527313232,18,324,11,1,1,0,0,1,0,38.25
1842,0,7.73075580596924,18,324,12,0,1,0,0,1,0,54.5
1843,0,19.2126388549805,22,484,16,0,1,0,0,1,0,62.75
1856,0,5.90279245376587,17,289,12,0,1,0,0,1,0,58.25
1859,0,9.48254871368408,21,441,12,0,1,1,0,0,0,52.5
1865,0,8.72089958190918,19,361,12,0,1,1,0,0,0,45.5
1871,0,7.19759750366211,21,441,12,0,1,1,0,0,0,56.5
1872,0,9.93954086303711,20,400,8,0,1,1,0,0,0,42.75
1885,0,7.61650705337524,20,400,12,0,1,1,0,0,0,52.75
1891,0,6.0360803604126,19,361,12,0,1,1,0,0,0,53.75
1895,0,10.5679044723511,20,400,14,0,1,1,0,0,0,58.75
1899,0,8.66377639770508,21,441,12,0,1,1,0,0,0,45
1900,0,11.7675008773804,22,484,15,0,1,1,0,0,0,62.25
1903,0,9.99666404724121,21,441,12,0,1,1,0,0,0,44
1908,0,9.88241863250732,20,400,12,0,0,1,0,0,0,55.5
1914,0,5.19826555252075,22,484,16,0,0,0,0,1,0,61.25
1921,0,7.52129936218262,21,441,12,0,0,1,0,0,0,32.5
1925,0,6.66444206237793,18,324,12,0,0,1,0,0,0,57
1926,0,6.74060916900635,22,484,12,0,0,1,0,0,0,47.75
1929,0,5.99799823760986,22,484,14,0,0,1,0,0,0,63
1933,0,6.66444206237793,19,361,12,0,0,1,0,0,0,52.75
1941,0,6.56923723220825,21,441,12,0,1,0,0,1,0,58
1942,0,4.37949132919312,19,361,13,0,0,1,0,0,0,56
1958,0,9.52063369750977,20,400,12,0,0,1,0,0,0,56.75
1961,0,7.57842445373535,22,484,12,0,0,1,0,0,0,53.5
1962,0,6.26457643508911,21,441,12,0,0,1,0,0,0,38.25
1963,0,8.91131401062012,19,361,12,0,0,1,0,0,0,54.5
1964,0,13.5193014144897,22,484,12,0,0,1,0,0,0,48.5
1979,0,12.4529905319214,22,484,12,0,1,0,1,0,0,60.75
1987,0,7.14047527313232,19,361,12,0,1,0,1,0,0,50
1988,0,9.52063369750977,20,400,12,0,1,0,1,0,0,41.75
2000,0,13.3288841247559,19,361,12,0,0,0,1,0,0,49.5
2011,0,6.66444206237793,20,400,12,0,1,0,1,0,0,54
2012,0,7.14047527313232,19,361,12,0,1,0,1,0,0,48.75
2013,0,7.99733114242554,20,400,12,0,1,0,1,0,0,61.5
2014,0,19.0412673950195,19,361,12,0,1,0,1,0,0,55.5
2028,0,8.79706382751465,19,361,11,0,1,0,1,0,0,56.25
2034,0,7.80691909790039,19,361,10,0,1,0,1,0,0,54.5
2050,0,6.4740309715271,20,400,12,0,1,0,1,0,0,46
2055,0,11.8055849075317,21,441,12,0,0,0,1,0,0,61.25
2073,0,11.4818811416626,20,400,12,0,0,0,1,0,0,60
2075,0,3.42742800712585,22,484,12,0,0,0,1,0,0,59.25
2076,0,7.33088684082031,23,529,12,0,0,0,1,0,0,50.25
2079,0,3.33222103118896,21,441,12,0,0,0,1,0,0,47.75
2083,0,6.95006370544434,22,484,16,0,1,0,0,0,1,63.25
2084,0,6.66444206237793,22,484,14,0,0,0,1,0,0,62.75
2086,0,6.81677484512329,21,441,12,0,0,0,1,0,0,50
2087,0,8.56857013702393,19,361,12,0,0,0,1,0,0,51.75
2093,0,12.5672378540039,22,484,12,0,0,0,1,0,0,56.5
2094,0,11.3295516967773,21,441,10,0,0,0,1,0,0,32.75
2097,0,13.3288841247559,20,400,12,0,0,0,1,0,0,48.25
2100,0,9.52063369750977,22,484,12,0,0,0,1,0,0,62.25
2101,0,16.4706974029541,20,400,12,0,1,0,1,0,0,60.75
2103,0,7.90212392807007,23,529,13,0,0,0,1,0,0,49
2105,0,8.28295040130615,21,441,10,0,0,0,1,0,0,47.5
2106,0,11.0629758834839,21,441,12,0,0,0,1,0,0,52.75
2115,0,7.7688364982605,21,441,12,0,0,0,0,0,1,39.25
2129,0,6.56923723220825,19,361,12,0,0,0,0,0,1,48
2133,0,5.14114189147949,18,324,12,0,0,0,0,0,1,53.25
2135,0,6.66444206237793,17,289,8,0,0,0,0,0,1,37.5
2144,0,7.14047527313232,20,400,13,0,0,0,0,0,1,61.75
2145,0,10.8154411315918,22,484,12,0,0,0,0,0,1,53.75
2146,0,6.28361797332764,20,400,12,0,0,0,0,0,1,53.25
2152,0,7.17855787277222,20,400,12,0,0,0,0,0,1,52.5
2154,0,6.39786434173584,20,400,13,0,0,0,0,0,1,60.75
2157,0,6.34074258804321,22,484,12,0,0,0,0,0,1,47.5
2163,0,21.4214248657227,21,441,12,0,0,0,0,0,1,46.25
2169,0,10.4726982116699,18,324,12,1,0,0,0,0,1,54
2173,0,7.08335065841675,19,361,12,0,0,0,0,0,1,52.75
2176,0,5.90279245376587,18,324,12,0,0,0,0,0,1,49.5
2182,0,7.61650705337524,18,324,12,0,0,0,0,0,1,57.5
2183,0,7.61650705337524,20,400,14,0,0,0,0,0,1,50.5
2191,0,10.2442007064819,22,484,12,0,0,0,0,0,1,51.5
2195,0,8.49240398406982,22,484,8,0,0,0,0,0,1,42.5
2196,0,9.31117725372314,22,484,12,0,0,0,0,0,1,51.25
2198,0,6.66444206237793,21,441,12,0,0,0,0,0,1,50.5
2199,0,6.68348550796509,20,400,12,0,0,0,0,0,1,57.25
2203,0,5.21730709075928,18,324,11,0,0,0,0,0,1,45
2211,0,12.1673717498779,19,361,12,1,0,0,0,0,1,40
2215,0,6.85485601425171,19,361,12,0,0,0,0,0,1,56.5
2216,0,14.8521900177002,19,361,12,0,0,0,0,0,1,54.5
2226,0,6.93102073669434,19,361,11,1,0,0,0,0,1,37.75
2227,0,7.84500122070312,20,400,12,0,0,0,0,0,1,44.75
2228,0,17.3085098266602,19,361,13,0,0,0,0,0,1,40.5
2241,0,9.52063369750977,20,400,12,0,0,0,0,0,1,51.5
2264,0,6.56923723220825,20,400,12,1,0,0,0,0,1,47.75
2270,0,8.45432281494141,20,400,12,1,0,0,0,0,1,39.75
2285,0,8.14966106414795,22,484,16,0,0,0,0,0,1,59
2299,0,8.35911464691162,22,484,16,0,1,0,0,0,1,63
2304,0,10.5679044723511,22,484,12,0,1,0,0,0,1,52
